interaction_id,session_id,user_id,timestamp_utc,split,channel,use_case,country_code,region,account_tier,segment,instruction_template,model_provider,model_name,temperature,top_p,max_tokens,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,response_quality_score,is_failure,failure_type,hallucination_flag,toxicity_flag,safety_block_flag,formatting_error_flag,tool_error_flag,latency_timeout_flag,tool_calls_count,tools_used,user_feedback_score,user_feedback_label,user_reported_issue,retry_index,repair_strategy,final_resolution_state,business_impact_tag,request_text,response_text_snippet,tokens_per_second,date_utc,hour_of_day_utc,day_of_week,is_weekend,is_peak_hour,prompt_to_completion_ratio,request_text_template,instruction_text,user_feedback_observed,prompt_id,response_text_snippet_len_chars,response_text_snippet_is_truncated
INT003475,S01263,U00152,2025-02-05 10:10:49+00:00,train,api,data_analysis,GB,EMEA,free,team,internal_policy_qa,openai,gpt-4.1,0.201,0.881,1024,995,549,1544,940,0.6176,0.546,True,toxicity,False,True,False,False,False,False,0,none,-2.0,negative,False,0,regenerate_with_lower_temp,auto_resolved,low,"Quick question: Can you suggest a few plots to explore churn risk in this dataset of subscriptions? A short, clear answer would be ideal.",Let's break this down into actionable steps. Signal: toxicity while working on tool-call success rate. Quick diagnosis: Measure false positives/negatives so you don't over-block legitimate queries. Recommended...,1642.5531914893618,2025-02-05,10,2,False,True,1.8124,Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,62646e5a7026d4f68ab1867a730451326aa3b664,212,True
INT003476,S00977,U00260,2025-04-17 14:19:19+00:00,train,api,data_analysis,CA,AMER,free,individual,general_assistant,meta,llama-3.1-8b,0.308,0.946,768,36,144,180,1159,0.0108,0.805,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,escalated_to_human,high,"Help me compute the conversion rate per marketing channel and highlight the top 3 performers. A short, clear answer would be ideal.","This is a common pattern; the fix is straightforward. Goal: handle cost per request reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Add telemetry fields...",155.3062985332183,2025-04-17,14,3,False,True,0.25,Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,0af51e7e9a94eeacb4db5e80369428b0b639dc4e,259,True
INT003477,S01355,U00190,2025-04-21 06:23:17+00:00,train,slack,content_writing,AU,APAC,pro,enterprise_team,creative_writer,local,custom-local-8b,0.803,0.834,1024,1315,172,1487,2163,0.00596,0.634,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,1,regenerate_with_lower_temp,escalated_to_human,low,I'm stuck on this and need some guidance: Follow-up: the previous reply did not fully solve the issue. Rewrite this paragraph in a clearer and more professional tone. Please explain step by step.,"We can make this robust with a few changes. Goal: handle LLM reliability reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use schema...",687.4711049468332,2025-04-21,6,0,False,False,7.6453,Follow-up: the previous reply did not fully solve the issue. Rewrite this paragraph in a clearer and more professional tone.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,469eb15f8b08d9b4130e14a6c3888f14e335a854,242,True
INT003478,S01411,U00109,2025-02-12 16:17:05+00:00,train,mobile_app,customer_support,US,AMER,pro,individual,internal_policy_qa,local,custom-local-8b,0.759,0.982,1536,530,725,1255,1227,0.005,1.0,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,low,"I'm stuck on this and need some guidance: A user says they were double charged this month. Help me draft a clear explanation and next steps. I'd like a practical, engineering-focused answer.","Here are the guardrails I'd put in place. Goal: handle data export request reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use schema...",1022.8198859005704,2025-02-12,16,2,False,True,0.731,A user says they were double charged this month. Help me draft a clear explanation and next steps.,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,03bf57d7adc83026d525c8192379aa203b71e1eb,244,True
INT003479,S01397,U00043,2025-03-02 14:03:23+00:00,train,web_app,customer_support,US,AMER,enterprise,enterprise_team,general_assistant,mistral,mistral-large,0.609,0.917,2048,80,892,972,638,0.11664,0.726,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,low,"I'm working on something and need help: I need a short, friendly reply to a customer who is asking about the status of their refund. A short, clear answer would be ideal.","Let's turn this into a reliable workflow. Goal: handle slow responses reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Prefer...",1523.5109717868338,2025-03-02,14,6,True,True,0.0897,"I need a short, friendly reply to a customer who is asking about the status of their refund.","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,a52fb80193c7c0769c0836852624f4b025a04d2a,231,True
INT003480,S00900,U00398,2025-02-25 12:31:02+00:00,train,mobile_app,customer_support,FR,EMEA,free,individual,analytics_helper,local,custom-local-8b,0.725,0.942,1024,715,141,856,1557,0.00344,0.822,False,none,False,False,False,False,False,False,3,http_request|knowledge_lookup|sql_query,2.0,positive,False,0,none,escalated_to_human,medium,"I'm stuck on this and need some guidance: Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it? I'd like a practical, engineering-focused answer.","Let's break this down into actionable steps. Goal: handle slow responses reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Use schema...",549.7752087347463,2025-02-25,12,1,False,True,5.0709,"Hi, I'm having an issue with my billing. The invoice total doesn't match what I expected. Can you check it?","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,598eba0ae15195966a9835b68c542f0b34fb88e4,237,True
INT003481,S00110,U00228,2025-02-04 15:18:40+00:00,train,mobile_app,customer_support,US,AMER,free,individual,internal_policy_qa,openai,gpt-4o-mini,0.418,0.986,512,378,229,607,581,0.01216,0.868,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,low,"I'm working on something and need help: I need a short, friendly reply to a customer who is asking about the status of their refund. A short, clear answer would be ideal.","Below is a decision-focused breakdown. Goal: handle unexpected charge reliably, with guardrails for formatting and failure handling. Plan: - Prefer simple baselines first; then iterate based on measured failure slices. - Start by...",1044.750430292599,2025-02-04,15,1,False,True,1.6507,"I need a short, friendly reply to a customer who is asking about the status of their refund.","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,03bf57d7adc83026d525c8192379aa203b71e1eb,232,True
INT003482,S01202,U00249,2025-04-04 14:56:49+00:00,train,slack,customer_support,GB,EMEA,enterprise,enterprise_team,creative_writer,local,custom-local-8b,0.543,0.866,2048,458,764,1222,1949,0.00488,0.814,False,none,False,False,False,False,False,False,2,knowledge_lookup|sql_query,,no_feedback,False,0,none,escalated_to_human,medium,"I'm working on something and need help: This is coming from an internal team in our company. A user says they were double charged this month. Help me draft a clear explanation and next steps. A short, clear answer would be ideal.","Here's the clean way to approach it. Goal: handle slow responses reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Start by writing a...",626.9881990764494,2025-04-04,14,4,False,True,0.5995,This is coming from an internal team in our company. A user says they were double charged this month. Help me draft a clear explanation and next steps.,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,7a490bfafd7436aea43a528e9fe4cb6db10b9a6b,242,True
INT003483,S00504,U00319,2025-03-02 09:21:28+00:00,train,web_app,coding_assistant,DE,EMEA,pro,individual,code_assistant_secure,local,custom-local-8b,0.207,0.957,1024,921,232,1153,405,0.0046,0.734,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,high,Quick question: Can you refactor this function to be more readable and efficient while keeping the same behaviour?,"Let's break this down into actionable steps. Goal: handle async I/O pitfalls reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for async I/O pitfalls and add tests before optimizing. -...",2846.913580246913,2025-03-02,9,6,True,True,3.9698,Can you refactor this function to be more readable and efficient while keeping the same behaviour?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,52eadb52b3319d2dab569ce8fb653a0bee56a90f,251,True
INT003484,S00356,U00175,2025-03-13 09:07:24+00:00,val,api,content_writing,EG,EMEA,pro,team,analytics_helper,local,custom-local-8b,0.708,0.888,512,1305,219,1524,1191,0.00608,0.701,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,critical,"Quick question: Rewrite this paragraph in a clearer and more professional tone. I'd like a practical, engineering-focused answer.","Let's make the behavior deterministic and observable. Goal: handle tool calling reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Start by...",1279.5969773299748,2025-03-13,9,3,False,True,5.9589,Rewrite this paragraph in a clearer and more professional tone.,"You are a writing assistant helping users craft clear, engaging, and well-structured content. Keep the tone natural, readable, and aligned with the user's intent.",True,9716fa3b2c6fe39ac0f75ddaad781dfa757a0de9,243,True
INT003485,S00118,U00444,2025-04-20 15:33:52+00:00,train,web_app,customer_support,AE,EMEA,pro,individual,code_assistant_secure,anthropic,claude-3.5-sonnet,0.556,0.971,512,147,370,517,2659,0.16544,0.756,False,none,False,False,False,False,False,False,0,none,2.0,positive,False,0,none,auto_resolved,medium,"Quick question: I need a short, friendly reply to a customer who is asking about the status of their refund.","We can make this robust with a few changes. Goal: handle data export request reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for data export request and add tests before optimizing. -...",194.4339977435126,2025-04-20,15,6,True,True,0.3973,"I need a short, friendly reply to a customer who is asking about the status of their refund.","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,1a8e13c1d6c8047debb9a230bf3ae08524ccb884,252,True
